Sl.No,Vendor No.,Name of the party,Document No,GST NUMBER,Invoice No,Invoice Date,Description,HSN CODE,Total invoice value,Taxable amount,SGST %,SGST,CGST %,CGST%,IGST %,IGST
1560,V0302,Basha Ref & A.C Works,JV/M/21-22/01116,37AOJPA7151B1ZC,405,30/11/2021,R & M to Other Assets,8374,"2,389.00","2,025.00",9.00,182.00,9.00,182.00,0.00,0.00
1561,V0302,Basha Ref & A.C Works,JV/M/21-22/01116,37AOJPA7151B1ZC,405,30/11/2021,R & M to Other Assets,998719,944.00,800.00,9.00,72.00,9.00,72.00,0.00,0.00
1562,V0302,Basha Ref & A.C Works,JV/M/21-22/01116,37AOJPA7151B1ZC,405,30/11/2021,R & M to Other Assets,8532,"1,798.00","1,524.00",9.00,137.00,9.00,137.00,0.00,0.00
1563,V0302,Basha Ref & A.C Works,JV/M/21-22/01116,37AOJPA7151B1ZC,405,30/11/2021,R & M to Other Assets,8532,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1564,V0302,Basha Ref & A.C Works,JV/M/21-22/01117,37AOJPA7151B1ZC,407,30/11/2021,R & M to Other Assets,8140,"8,499.00","7,203.00",9.00,648.00,9.00,648.00,0.00,0.00
1565,V0302,Basha Ref & A.C Works,JV/M/21-22/01117,37AOJPA7151B1ZC,407,30/11/2021,R & M to Other Assets,8415,"1,201.00","1,017.00",9.00,92.00,9.00,92.00,0.00,0.00
1566,V1167,"M/s Tata Tele Service Ltd,",JV/M/21-22/01118,37AAACT2438A1ZS,5531999363,30/11/2021,Telephone Charges,9984,"94,400.00","80,000.00",9.00,"7,200.00",9.00,"7,200.00",0.00,0.00
1567,V0002,"A. Revathi,Out source Contr",JV/M/21-22/01119,37BBTPA1899J1Z0,AR/2021-22/013,30/11/2021,Special Incentive (Net Profit),998519,"831,728.00","704,854.00",9.00,"63,437.00",9.00,"63,437.00",0.00,0.00
1568,V0143,"S. Madhavi,Contractor",JV/M/21-22/01120,37BYBPM0694Q1ZQ,SMV/2021-22/013,30/11/2021,Special Incentive (Net Profit),998519,"842,716.00","714,166.00",9.00,"64,275.00",9.00,"64,275.00",0.00,0.00
1569,V0146,"S.D.S. Swarnalatha,Contract",JV/M/21-22/01121,37EKAPS1838G1ZZ,SDS-2021-22/013,30/11/2021,Special Incentive (Net Profit),998519,"837,221.00","709,509.00",9.00,"63,856.00",9.00,"63,856.00",0.00,0.00
1570,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01122,37BKJPR7084M3Z5,PR/2021-22/014,30/11/2021,Special Incentive (Net Profit),998519,"845,340.00","716,390.00",9.00,"64,475.00",9.00,"64,475.00",0.00,0.00
1571,V1015,Vaddi Subba Reddy,JV/M/21-22/01123,37AKOPV1282H1ZM,VSR-2021-22/0013,30/11/2021,Special Incentive (Net Profit),998519,"1,258,596.00","1,066,606.00",9.00,"95,995.00",9.00,"95,995.00",0.00,0.00
1572,V1023,Prathap Reddy Mannuru,JV/M/21-22/01124,37AQCPM4537E1ZX,MPR-2021-22/013,30/11/2021,Special Incentive (Net Profit),998519,"1,178,188.00","998,464.00",9.00,"89,862.00",9.00,"89,862.00",0.00,0.00
1573,V1247,Sai Krupa Manpower Agency,JV/M/21-22/01125,37BALPV7821E1ZA,SK/2021-22/007,30/11/2021,Special Incentive (Net Profit),998519,"645,448.00","546,990.00",9.00,"49,229.00",9.00,"49,229.00",0.00,0.00
1574,V0190,TCRC,JV/M/21-22/01127,33AABFT9053F2Z9,C-CHB2122MI00080,30/11/2021,Sampling & Analysis expenses,998346,"1,490,951.00","1,263,518.00",0.00,0.00,0.00,0.00,18.00,"227,433.00"
1575,V0757,Kotte Venkata Ramana,JV/M/21-22/01130,,NILL,30/11/2021,Afforestation Expenses,9966,"39,900.00","38,000.00",2.50,950.00,2.50,950.00,0.00,0.00
1576,V0166,Sree Viswaswaroop & Co.,JV/M/21-22/01131,,NILL.,30/11/2021,Welfare Amenities,9966,"47,731.00","45,459.00",2.50,"1,136.00",2.50,"1,136.00",0.00,0.00
1577,V0741,M/s Sreevari enterprises,JV/M/21-22/01132,37AALPE9448B2ZM,83,30/11/2021,Entrepreneur Social Responsibility,84219900,"177,000.00","150,000.00",9.00,"13,500.00",9.00,"13,500.00",0.00,0.00
1578,V0677,Sri Venkata Sai Traders ( Korlakunta),JV/M/21-22/01133,37ABPPE6121L1ZG,2021-22/07,30/11/2021,Welfare Amenities,9985,"49,978.00","42,354.00",9.00,"3,812.00",9.00,"3,812.00",0.00,0.00
1579,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01134,37BYMPK9667C1ZV,716,30/11/2021,Stores - General,9405,"4,353.00","3,689.00",9.00,332.00,9.00,332.00,0.00,0.00
1580,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01134,37BYMPK9667C1ZV,716,30/11/2021,Stores - General,8504,"1,558.00","1,320.00",9.00,119.00,9.00,119.00,0.00,0.00
1581,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01134,37BYMPK9667C1ZV,716,30/11/2021,Stores - General,8414,"1,150.00",974.00,9.00,88.00,9.00,88.00,0.00,0.00
1582,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01134,37BYMPK9667C1ZV,716,30/11/2021,Stores - General,7317,252.00,214.00,9.00,19.00,9.00,19.00,0.00,0.00
1583,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8504,"6,206.00","5,260.00",9.00,473.00,9.00,473.00,0.00,0.00
1584,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,5006,"1,039.00",881.00,9.00,79.00,9.00,79.00,0.00,0.00
1585,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8544,"1,959.00","1,661.00",9.00,149.00,9.00,149.00,0.00,0.00
1586,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8414,398.00,338.00,9.00,30.00,9.00,30.00,0.00,0.00
1587,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8537,"2,454.00","2,080.00",9.00,187.00,9.00,187.00,0.00,0.00
1588,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8415,825.00,699.00,9.00,63.00,9.00,63.00,0.00,0.00
1589,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01135,37BYMPK9667C1ZV,722,30/11/2021,Stores - General,8415,28.00,24.00,9.00,2.00,9.00,2.00,0.00,0.00
1590,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01137,37BYMPK9667C1ZV,717,30/11/2021,R & M to Other Assets,8414,"1,982.00","1,680.00",9.00,151.00,9.00,151.00,0.00,0.00
1591,V1195,SHIV SAKTHI ELECTRICALS & SANITARY,JV/M/21-22/01138,37BYMPK9667C1ZV,704,30/11/2021,R & M to Other Assets,8414,"8,100.00","6,864.00",9.00,618.00,9.00,618.00,0.00,0.00
1592,V0627,M/s. I C Tech,JV/M/21-22/01140,37AABFL4847E1ZF,711,30/11/2021,Data Processing Expenses,84717020,"9,100.00","7,712.00",9.00,694.00,9.00,694.00,0.00,0.00
1593,V0627,M/s. I C Tech,JV/M/21-22/01140,37AABFL4847E1ZF,711,30/11/2021,Data Processing Expenses,8473,449.00,381.00,9.00,34.00,9.00,34.00,0.00,0.00
1594,V1023,Prathap Reddy Mannuru,JV/M/21-22/01143,37AQCPM4537E1ZX,MPR-2021-22/014,30/11/2021,Remuneration(Outsourcing),998519,"32,543.00","27,579.00",9.00,"2,482.00",9.00,"2,482.00",0.00,0.00
1595,V0124,"P. Ravi Babu,Contractor",JV/M/21-22/01144,37BKJPR7084M3Z5,PR/2021-22/015,30/11/2021,Remuneration(Outsourcing),998519,"23,981.00","20,323.00",9.00,"1,829.00",9.00,"1,829.00",0.00,0.00
1596,V0475,Jagadeesh Enterprises,JV/M/21-22/01146,37ACZPK5397D1ZV,JE/21-22/673,30/11/2021,Stores - General,85369090,"46,848.00","39,702.00",9.00,"3,573.00",9.00,"3,573.00",0.00,0.00
1597,V1155,BSR Minerals & Travels,JV/M/21-22/01147,37BYRPS4650L1ZI,8...,30/11/2021,Nursery Expenses,997319,"8,656.00","7,336.00",9.00,660.00,9.00,660.00,0.00,0.00
1598,V0238,S.C.L Minerals,JV/M/21-22/01148,37AOVPK1949R1ZR,INV-017,30/11/2021,Rehabilitation expenses A/c,997319,"17,710.00","15,008.00",9.00,"1,351.00",9.00,"1,351.00",0.00,0.00
1599,V0035,Capital Minerals,JV/M/21-22/01149,37ATYPG1427A1ZS,INV-010,30/11/2021,Hire charges on Machinery,997319,"77,573.00","65,739.00",9.00,"5,917.00",9.00,"5,917.00",0.00,0.00
1600,V1128,M/s Maruthi Enterprises,JV/M/21-22/01150,37ABIFM3490R1ZE,INV-085,30/11/2021,Hire charges on Machinery,997319,"6,831.00","5,789.00",9.00,521.00,9.00,521.00,0.00,0.00
1601,V0500,M/s ANJANEYA EARTHMOVERS,JV/M/21-22/01151,37ABIFA7834M1ZW,AEM/21-22/06,30/11/2021,Hire charges on Machinery,997319,"4,553.00","3,859.00",9.00,347.00,9.00,347.00,0.00,0.00
1602,V0183,Srinivasa Minerals (MiSc),JV/M/21-22/01152,37ALSPG8484B1ZP,54/21-22,30/11/2021,Hire charges on Machinery,997319,"20,795.00","17,623.00",9.00,"1,586.00",9.00,"1,586.00",0.00,0.00
1603,V0183,Srinivasa Minerals (MiSc),JV/M/21-22/01153,37ALSPG8484B1ZP,55/21-22,30/11/2021,Hire charges on Machinery,997319,"14,680.00","12,440.00",9.00,"1,120.00",9.00,"1,120.00",0.00,0.00
1604,V1019,Chandanaa Logistics,JV/M/21-22/01154,37AOJPR8425D2ZN,15,30/11/2021,Rehabilitation expenses A/c,997319,"76,742.00","65,036.00",9.00,"5,853.00",9.00,"5,853.00",0.00,0.00
1605,V0035,Capital Minerals,JV/M/21-22/01155,37ATYPG1427A1ZS,INV-011..,30/11/2021,Hire charges on Machinery,997319,"6,831.00","5,789.00",9.00,521.00,9.00,521.00,0.00,0.00
1606,V1197,M/s. Sri Ramana Travels,JV/M/21-22/01156,,2437,30/11/2021,Hire Charges (Vehicle),9966,"12,556.00","11,958.00",2.50,299.00,2.50,299.00,0.00,0.00
1607,V0649,L.Chinna Obaiah,JV/M/21-22/01157,37ACPPL7450G1Z8,1,30/11/2021,Rep & Main to buildings,995413,"17,981.00","16,055.00",6.00,963.00,6.00,963.00,0.00,0.00
1608,V0803,P. Sreedevi,JV/M/21-22/01159,37BAOPP0002J1ZR,62,30/11/2021,Subsidy Canteen Expenses,9963,"477,750.00","455,000.00",2.50,"11,375.00",2.50,"11,375.00",0.00,0.00
1609,V0703,SDR Security Services,JV/M/21-22/01160,37BIEPS2739F1Z2,SDR/2021-22/35,30/11/2021,Nursery Expenses,9985,"66,528.00","56,380.00",9.00,"5,074.00",9.00,"5,074.00",0.00,0.00
1610,V0677,Sri Venkata Sai Traders ( Korlakunta),JV/M/21-22/01161,37ABPPE6121L1ZG,43,30/11/2021,Welfare Amenities,3917,"3,634.00","3,080.00",9.00,277.00,9.00,277.00,0.00,0.00
1611,V0741,M/s Sreevari enterprises,JV/M/21-22/01163,37AALPE9448B2ZM,84,30/11/2021,Entrepreneur Social Responsibility,38249022,"7,788.00","6,600.00",9.00,594.00,9.00,594.00,0.00,0.00
1612,V1190,Akkis Pharma,JV/M/21-22/01164,29ANSPA1782G1ZR,747,30/11/2021,Welfare Amenities,3808,"73,001.00","61,865.00",0.00,0.00,0.00,0.00,18.00,"11,136.00"
1613,V0318,Sri G.Ramana,JV/M/21-22/01165,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"53,538.00","50,988.00",2.50,"1,275.00",2.50,"1,275.00",0.00,0.00
1614,V1138,P.KRISHNA SAI,JV/M/21-22/01166,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"88,373.00","84,165.00",2.50,"2,104.00",2.50,"2,104.00",0.00,0.00
1615,V0866,KALLURU PRASANTH,JV/M/21-22/01167,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"32,188.00","30,656.00",2.50,766.00,2.50,766.00,0.00,0.00
1616,V0741,M/s Sreevari enterprises,JV/M/21-22/01168,37AALPE9448B2ZM,85,30/11/2021,Entrepreneur Social Responsibility,90262000,"1,534.00","1,300.00",9.00,117.00,9.00,117.00,0.00,0.00
1617,V0649,L.Chinna Obaiah,JV/M/21-22/01169,37ACPPL7450G1Z8,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"33,893.00","32,279.00",2.50,807.00,2.50,807.00,0.00,0.00
1618,V0790,P.Nagendra Raju,JV/M/21-22/01170,,NIL.,30/11/2021,Hire Charges (Vehicle),9966,"55,981.00","53,315.00",2.50,"1,333.00",2.50,"1,333.00",0.00,0.00
1619,V1089,Ashok Reddy Kavuluri,JV/M/21-22/01171,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"67,227.00","64,025.00",2.50,"1,601.00",2.50,"1,601.00",0.00,0.00
1620,V1131,Smt D.Swaroopa,JV/M/21-22/01174,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"37,601.00","35,811.00",2.50,895.00,2.50,895.00,0.00,0.00
1621,V1182,Y.Narayana,JV/M/21-22/01175,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"46,906.00","44,672.00",2.50,"1,117.00",2.50,"1,117.00",0.00,0.00
1622,V1252,Galla.Siva Prasad,JV/M/21-22/01177,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"30,766.00","29,300.00",2.50,733.00,2.50,733.00,0.00,0.00
1623,V1253,Sri P.Raja Gopal Reddy,JV/M/21-22/01178,,NIL..,30/11/2021,Hire Charges (Vehicle),9966,"29,400.00","28,000.00",2.50,700.00,2.50,700.00,0.00,0.00
1624,V1246,Mangampeta Barytes Projects,JV/M/21-22/01182,37ABRFM0911C1ZG,APMBPMIN2122004,30/11/2021,Excavation & transport of ROM,9986,"48,202,787.00","40,849,819.00",9.00,"3,676,484.00",9.00,"3,676,484.00",0.00,0.00
1625,V1246,Mangampeta Barytes Projects,JV/M/21-22/01182,37ABRFM0911C1ZG,APMBPMIN2122004,30/11/2021,Excavation & Transportat of OB,9986,"138,202,702.00","117,120,934.00",9.00,"10,540,884.00",9.00,"10,540,884.00",0.00,0.00
1626,V1246,Mangampeta Barytes Projects,JV/M/21-22/01182,37ABRFM0911C1ZG,APMBPMIN2122004,30/11/2021,Loading Charges,9965,"4,698,782.00","3,982,018.00",9.00,"358,382.00",9.00,"358,382.00",0.00,0.00
1627,V1246,Mangampeta Barytes Projects,JV/M/21-22/01187,37ABRFM0911C1ZG,APMBPMIN2122003,30/11/2021,Excavation & transport of ROM,998622,"30,282,326.00","25,662,988.00",9.00,"2,309,669.00",9.00,"2,309,669.00",0.00,0.00
1628,V1246,Mangampeta Barytes Projects,JV/M/21-22/01187,37ABRFM0911C1ZG,APMBPMIN2122003,30/11/2021,Excavation & Transportat of OB,998622,"239,421,768.00","202,899,804.00",9.00,"18,260,982.00",9.00,"18,260,982.00",0.00,0.00
1629,V1246,Mangampeta Barytes Projects,JV/M/21-22/01187,37ABRFM0911C1ZG,APMBPMIN2122003,30/11/2021,Loading Charges,9965,"4,243,610.00","3,596,280.00",9.00,"323,665.00",9.00,"323,665.00",0.00,0.00
1630,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01188,37AAIFS4136K1ZV,179...,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1631,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01188,37AAIFS4136K1ZV,179...,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1632,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01189,37AAIFS4136K1ZV,180,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1633,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01189,37AAIFS4136K1ZV,180,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1634,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01190,37AAIFS4136K1ZV,181..,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1635,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01190,37AAIFS4136K1ZV,181..,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1636,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01191,37AAIFS4136K1ZV,182...,30/11/2021,Stores - Explosives,3602,"59,590.00","50,500.00",9.00,"4,545.00",9.00,"4,545.00",0.00,0.00
1637,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01192,37AAIFS4136K1ZV,184...,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1638,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01192,37AAIFS4136K1ZV,184...,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1639,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01193,37AAIFS4136K1ZV,185,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1640,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01193,37AAIFS4136K1ZV,185,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1641,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01194,37AAIFS4136K1ZV,186...,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1642,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01194,37AAIFS4136K1ZV,186...,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1643,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01195,37AAIFS4136K1ZV,187....,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1644,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01195,37AAIFS4136K1ZV,187....,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1645,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01196,37AAIFS4136K1ZV,188,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1646,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01196,37AAIFS4136K1ZV,188,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1647,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01197,37AAIFS4136K1ZV,189,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1648,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01197,37AAIFS4136K1ZV,189,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1649,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01198,37AAIFS4136K1ZV,190,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1650,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01198,37AAIFS4136K1ZV,190,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1651,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01199,37AAIFS4136K1ZV,191,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1652,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01199,37AAIFS4136K1ZV,191,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1653,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01200,37AAIFS4136K1ZV,195,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1654,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01200,37AAIFS4136K1ZV,195,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1655,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01201,37AAIFS4136K1ZV,196..,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1656,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01201,37AAIFS4136K1ZV,196..,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1657,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01202,37AAIFS4136K1ZV,197..,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1658,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01202,37AAIFS4136K1ZV,197..,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1659,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01203,37AAIFS4136K1ZV,198,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1660,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01203,37AAIFS4136K1ZV,198,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1661,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01204,37AAIFS4136K1ZV,202,30/11/2021,Stores - Explosives,3602,"113,870.00","96,500.00",9.00,"8,685.00",9.00,"8,685.00",0.00,0.00
1662,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01204,37AAIFS4136K1ZV,202,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1663,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01205,37AAIFS4136K1ZV,203...,30/11/2021,Stores - Explosives,3602,"57,820.00","49,000.00",9.00,"4,410.00",9.00,"4,410.00",0.00,0.00
1664,V0092,Sri Krishna Explosives&Acc Com,JV/M/21-22/01205,37AAIFS4136K1ZV,203...,30/11/2021,Stores - Explosives,3602,8.00,6.00,9.00,1.00,9.00,1.00,0.00,0.00
1665,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01206,37AAACK4702A2Z5,MGT212200107,30/11/2021,Stores - Explosives,3602,"210,343.00","178,257.00",9.00,"16,043.00",9.00,"16,043.00",0.00,0.00
1666,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01207,37AAACK4702A2Z5,MGT212200108,30/11/2021,Stores - Explosives,3602,"227,871.00","193,111.00",9.00,"17,380.00",9.00,"17,380.00",0.00,0.00
1667,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01208,37AAACK4702A2Z5,MGT212200109,30/11/2021,Stores - Explosives,3602,"70,114.00","59,418.00",9.00,"5,348.00",9.00,"5,348.00",0.00,0.00
1668,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01209,37AAACK4702A2Z5,MGT212200110,30/11/2021,Stores - Explosives,3602,"85,139.00","72,151.00",9.00,"6,494.00",9.00,"6,494.00",0.00,0.00
1669,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01210,37AAACK4702A2Z5,MGT212200111,30/11/2021,Stores - Explosives,3602,"155,253.00","131,571.00",9.00,"11,841.00",9.00,"11,841.00",0.00,0.00
1670,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01211,37AAACK4702A2Z5,MGT212200112,30/11/2021,Stores - Explosives,3602,"185,302.00","157,036.00",9.00,"14,133.00",9.00,"14,133.00",0.00,0.00
1671,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01212,37AAACK4702A2Z5,MGT212200113,30/11/2021,Stores - Explosives,3602,"270,440.00","229,186.00",9.00,"20,627.00",9.00,"20,627.00",0.00,0.00
1672,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01213,37AAACK4702A2Z5,MGT212200114,30/11/2021,Stores - Explosives,3602,"320,522.00","271,628.00",9.00,"24,447.00",9.00,"24,447.00",0.00,0.00
1673,V0440,Keltech Energies Ltd (AP),JV/M/21-22/01214,37AAACK4702A2Z5,MGT212200115,30/11/2021,Stores - Explosives,3602,"230,375.00","195,233.00",9.00,"17,571.00",9.00,"17,571.00",0.00,0.00
1674,V0245,Salvo Explosives,JV/M/21-22/01215,36AACCS8200R1ZY,3325,30/11/2021,Stores - Explosives,3602,"159,916.00","135,522.00",0.00,0.00,0.00,0.00,18.00,"24,394.00"
1675,V0245,Salvo Explosives,JV/M/21-22/01216,36AACCS8200R1ZY,3326,30/11/2021,Stores - Explosives,3602,"202,016.00","171,200.00",0.00,0.00,0.00,0.00,18.00,"30,816.00"
1676,V0591,Smart Chem Technokogies Ltd,JV/M/21-22/01217,27AACCA5046P2ZC,F20000747032,30/11/2021,Stores - Explosives,3102,"1,224,250.00","1,037,500.00",0.00,0.00,0.00,0.00,18.00,"186,750.00"
1677,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01218,36AAACI3374G1ZO,CHT-4894,30/11/2021,Stores - Explosives,3602,"199,880.00","169,390.00",0.00,0.00,0.00,0.00,18.00,"30,490.00"
1678,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01219,36AAACI3374G1ZO,CHT-4974,30/11/2021,Stores - Explosives,3602,"456,548.00","386,905.00",0.00,0.00,0.00,0.00,18.00,"69,643.00"
1679,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01220,36AAACI3374G1ZO,CHT-5071,30/11/2021,Stores - Explosives,3602,"329,350.00","279,110.00",0.00,0.00,0.00,0.00,18.00,"50,240.00"
1680,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01221,36AAACI3374G1ZO,CHT-5150,30/11/2021,Stores - Explosives,3602,"215,781.00","182,865.00",0.00,0.00,0.00,0.00,18.00,"32,916.00"
1681,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01222,36AAACI3374G1ZO,CHT-5244,30/11/2021,Stores - Explosives,3602,"481,533.00","408,079.00",0.00,0.00,0.00,0.00,18.00,"73,454.00"
1682,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01223,36AAACI3374G1ZO,CHT-5276,30/11/2021,Stores - Explosives,3602,"158,997.00","134,743.00",0.00,0.00,0.00,0.00,18.00,"24,254.00"
1683,V1268,Ideal Industrial Explosives Ltd,JV/M/21-22/01224,36AAACI3374G1ZO,CHT-5410,30/11/2021,Stores - Explosives,3602,"197,610.00","167,466.00",0.00,0.00,0.00,0.00,18.00,"30,144.00"
